line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match,meter_is_correct,meter_faults,meter_fault_positions,text_samhitapatha_normalized,meter_stem_found,meter_stem_positions,meter_stem_fault_positions,meter_stem_vowel_position,meter_stem_root_vowel_position,meter_stem_fault_position_labels,meter_stem_vowel_position_scansion_expected,meter_stem_root_vowel_position_scansion_expected
07.083.04.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,7,7.083,07.083.04,c,M,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,bráhmāṇi eṣām= śr̥ṇutam} hávīmani,bráhmāṇi eṣāṁ śr̥ṇutaṁ hávīmani,LLS LL SSL SLSS,Jagatī,C,,599,Indra and Varuna,Hymns to Indra and Varuna,"LLS LL ,SS|L SLSS",False,5,12,"['bráh', 'mā', 'ṇi', 'e', 'ṣāṁ', 'śr̥', 'ṇu', 'taṁ', 'há', 'vī', 'ma', 'ni']",,True,1,,[],bráhmāṇi eṣāṁ śr̥ṇutaṁ hávīmani,śr̥ṇu,"[6, 7]",[],7,6,,S,X
07.094.02.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,7,7.094,07.094.02,a,MO,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám jaritúḥ hávam,śr̥ṇutáṁ jaritúr hávam,SSL SSL SL,Gāyatrī,S,,610,Indra and Agni,Hymns to Divine Pairs,SSL S|SL SL,False,-1,8,"['śr̥', 'ṇu', 'táṁ', 'ja', 'ri', 'túr', 'há', 'vam']",,True,1,,[],śr̥ṇutáṁ jaritúr hávam,śr̥ṇu,"[1, 2]",[],2,1,,X,X
08.003.18.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.003,08.003.18,d,M,śr̥ṇudhi,3,verse final,2.SG.PRS.IMP.ACT,venáḥ ná+_ śr̥ṇudhī?_+ hávam,venó ná śr̥ṇudhī hávam,LL S SSL SL,,S,,623,Indra,"Hymns of Priyamedha's, Medyatithi Etc.",LL S SSL SL,False,-1,8,"['ve', 'nó', 'ná', 'śr̥', 'ṇu', 'dhī', 'há', 'vam']",,True,-1,,[],venó ná śr̥ṇudhī hávam,śr̥ṇu,"[4, 5]",[],5,4,,,
08.013.07.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.013,08.013.07,b,M,śr̥ṇudhí,1,intermediate,2.SG.PRS.IMP.ACT,śr̥ṇudhī́?_+ jaritúḥ hávam,śr̥ṇudhī́ jaritúr hávam,SSL SSL SL,,A,,633,Indra,Various Sons of Kanva,SSL SSL SL,False,-1,8,"['śr̥', 'ṇu', 'dhī́', 'ja', 'ri', 'túr', 'há', 'vam']",,True,-1,,[],śr̥ṇudhī́ jaritúr hávam,śr̥ṇu,"[1, 2]",[],2,1,,,
08.017.02.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.017,08.017.02,c,MO,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,úpa bráhmāṇi naḥ śr̥ṇu,úpa bráhmāṇi naḥ śr̥ṇu,SL LLS L SS,Gāyatrī,S,,637,Indra,Various Sons of Kanva,S_LLL|S L SS,False,-1,8,"['ú', 'pa b', 'ráh', 'mā', 'ṇi', 'naḥ', 'śr̥', 'ṇu']",,True,1,,[],úpa bráhmāṇi naḥ śr̥ṇu,śr̥ṇu,"[7, 8]",[],8,7,,X,S
08.035.19.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.035,08.035.19,a,MU,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,átreḥ iva= śr̥ṇutam pūrvyástutim,átrer iva śr̥ṇutam pūrviyástutiṁ,LL SS SSL LSLSL,,S,,655,Asvins,Hymns of Syavasva,LL_SS SSL LSLSL,False,-1,12,"['át', 're', 'r i', 'va', 'śr̥', 'ṇu', 'tam', 'pūr', 'vi', 'yás', 'tu', 'tiṁ']",,True,-1,,[],átrer iva śr̥ṇutam pūrviyástutiṁ,śr̥ṇu,"[5, 6]",[],6,5,,,
08.036.07.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.036,08.036.07,a,M,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,śyāvā́śvasya= sunvatáḥ} táthā śr̥ṇu,śyāvā́śuvasya sunvatás táthā śr̥ṇu,LLSLS LSL SL SS,,S,['Grassmann (G)'],656,Indra,Hymns of Syavasva,LLSLS LSL SL SS,False,-1,12,"['śyā', 'vā́', 'śu', 'vas', 'ya', 'sun', 'va', 'tás', 'tá', 'thā', 'śr̥', 'ṇu']",,True,-1,,[],śyāvā́śuvasya sunvatás táthā śr̥ṇu,śr̥ṇu,"[11, 12]",[],12,11,,,
08.037.07.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.037,08.037.07,a,M,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,śyāvā́śvasya= rébhataḥ} táthā śr̥ṇu,śyāvā́śuvasya rébhatas táthā śr̥ṇu,LLSLS LSL SL SS,,S,['Grassmann (G)'],657,Indra,Hymns of Syavasva,LLSLS LSL SL SS,False,-1,12,"['śyā', 'vā́', 'śu', 'vas', 'ya', 'ré', 'bha', 'tas', 'tá', 'thā', 'śr̥', 'ṇu']",,True,-1,,[],śyāvā́śuvasya rébhatas táthā śr̥ṇu,śr̥ṇu,"[11, 12]",[],12,11,,,
08.038.08.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.038,08.038.08,b,MO,śr̥ṇutam,2,verse final,2.DU.PRS.IMP.ACT,átrīṇām śr̥ṇutam hávam,átrīṇāṁ śr̥ṇutaṁ hávam,LLL SSL SL,Gāyatrī,S,,658,Indra and Agni,Hymns of Syavasva,LLL S|SL SL,False,-1,8,"['át', 'rī', 'ṇāṁ', 'śr̥', 'ṇu', 'taṁ', 'há', 'vam']",,True,1,,[],átrīṇāṁ śr̥ṇutaṁ hávam,śr̥ṇu,"[4, 5]",[],5,4,,S,X
08.045.06.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.045,08.045.06,a,MO,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,utá tvám maghavan śr̥ṇu,utá tvám maghavañ chr̥ṇu,SL L SSL SS,Gāyatrī,S,,665,Indra,"Hymns of Virupa, Vasa and Others",S_LL S|SL SS,False,-1,8,"['u', 'tá t', 'vám', 'ma', 'gha', 'vañ', 'cchr̥', 'ṇu']",,True,1,,[],utá tvám maghavañ cchr̥ṇu,cchr̥ṇu,"[7, 8]",[],8,7,,X,S
08.052.08.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.052,08.052.08,d,MV,śr̥ṇudhi,2,verse final,2.SG.PRS.IMP.ACT,kaṇvavát śr̥ṇudhī?_+ hávam,kaṇvavác chr̥ṇudhī hávam,LSL SSL SL,,S,['Grassmann (G)'],1021,Indra,Valakhilya-Hymns,LSL SSL SL,False,-1,8,"['kaṇ', 'va', 'vác', 'cchr̥', 'ṇu', 'dhī', 'há', 'vam']",,True,-1,,[],kaṇvavác cchr̥ṇudhī hávam,cchr̥ṇu,"[4, 5]",[],5,4,,,
08.073.10.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.073,08.073.10,b,MO,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám me-_ imám hávam,śr̥ṇutám ma imáṁ hávam,SSL S SL SL,Gāyatrī,A,,682,Asvins,Hymns of Gopavana and Other Sons of Atri,SSL S |SL SL,False,-1,8,"['śr̥', 'ṇu', 'tám', 'ma', 'i', 'máṁ', 'há', 'vam']",,True,1,,[],śr̥ṇutám ma imáṁ hávam,śr̥ṇu,"[1, 2]",[],2,1,,X,X
08.084.03.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.084,08.084.03,b,MO,śr̥ṇudhí,3,verse final,2.SG.PRS.IMP.ACT,nr̥ŕ̥n pāhi śr̥ṇudhī́?_+ gíraḥ,nr̥ŕ̥m̐ḥ pāhi śr̥ṇudhī́ gíraḥ,SL LS SSL SL,,A,,693,Agni,"Hymns of Ekadyu, Krishna and Others",L_LS SSL SL,False,-1,8,"['nr̥̄́m̐', 'ḥ pā', 'hi', 'śr̥', 'ṇu', 'dhī́', 'gí', 'raḥ']",,False,-1,,[],nr̥̄́m̐ḥ pāhi śr̥ṇudhī́ gíraḥ,śr̥ṇu,"[4, 5]",[],5,4,,,
08.085.02.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.085,08.085.02,b,MO,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,imám me-_ śr̥ṇutam hávam,imám me śr̥ṇutaṁ hávam,SL L SSL SL,Gāyatrī,A,,694,Asvins,"Hymns of Ekadyu, Krishna and Others",SL L S|SL SL,False,-1,8,"['i', 'mám', 'me', 'śr̥', 'ṇu', 'taṁ', 'há', 'vam']",,True,1,,[],imám me śr̥ṇutaṁ hávam,śr̥ṇu,"[4, 5]",[],5,4,,S,X
08.085.04.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,8,8.085,08.085.04,a,MOR,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám jaritúḥ hávam,śr̥ṇutáṁ jaritúr hávaṁ,SSL SSL SL,Gāyatrī,A,,694,Asvins,"Hymns of Ekadyu, Krishna and Others",SSL S|SL SL,False,-1,8,"['śr̥', 'ṇu', 'táṁ', 'ja', 'ri', 'túr', 'há', 'vaṁ']",,True,1,,[],śr̥ṇutáṁ jaritúr hávaṁ,śr̥ṇu,"[1, 2]",[],2,1,,X,X
09.082.04.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,9,9.082,09.082.04,b,M,śr̥ṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,pájrāyāḥ garbha= śr̥ṇuhí} brávīmi te-_,pájrāyā garbha śr̥ṇuhí brávīmi te,LLL LS SSL SLS L,Jagatī,N,,794,Soma,The Jagati Group,"LLL LS ,SS|_LSLS L",False,5,12,"['páj', 'rā', 'yā', 'gar', 'bha', 'śr̥', 'ṇu', 'hí b', 'rá', 'vī', 'mi', 'te']",,True,1,,[],pájrāyā garbha śr̥ṇuhí brávīmi te,śr̥ṇu,"[6, 7]",[],7,6,,S,X
10.012.04.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.012,10.012.04,b,M,śr̥ṇutám,2,intermediate,2.DU.PRS.IMP.ACT,dyā́vābhūmī+_= śr̥ṇutám rodasī+_ me-_,dyā́vābhūmī śr̥ṇutáṁ rodasī me,LLLL SSL LSL L,Triṣṭubh,s,,838,Agni,Yama Hymns,"LLLL ,SSL |LSL L",False,4,11,"['dyā́', 'vā', 'bhū', 'mī', 'śr̥', 'ṇu', 'táṁ', 'ro', 'da', 'sī', 'me']",,True,1,,[],dyā́vābhūmī śr̥ṇutáṁ rodasī me,śr̥ṇu,"[5, 6]",[],6,5,,S,X
10.030.08.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.03,10.030.08,d,M,śr̥ṇutá,3,intermediate,2.PL.PRS.IMP.ACT,ā́paḥ revatīḥ= śr̥ṇutā́+} hávam me-_,ā́po revatīḥ śr̥ṇutā́ hávam me,LL LSL SSL SL L,Triṣṭubh,N,,856,The Waters,Hymns of Kavasa Ailusa,"LL LSL ,SS|L SL L",False,5,11,"['ā́', 'po', 're', 'va', 'tīḥ', 'śr̥', 'ṇu', 'tā́', 'há', 'vam', 'me']",,True,1,,[],ā́po revatīḥ śr̥ṇutā́ hávam me,śr̥ṇu,"[6, 7]",[],7,6,,S,X
10.039.06.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.039,10.039.06,a,M,śr̥ṇutám,4,intermediate,2.DU.PRS.IMP.ACT,iyám vām ahve-_= śr̥ṇutám} me-_ aśvinā,iyáṁ vām ahve śr̥ṇutám me aśvinā,SL L LL SSL L LSL,Jagatī,C,,865,Asvins,The Ghosa Hymns,"SL L_LL ,SS|L L LSL",False,5,12,"['i', 'yáṁ', 'vā', 'm ah', 've', 'śr̥', 'ṇu', 'tám', 'me', 'aś', 'vi', 'nā']",,True,0,scansion_cadence=LLLSX,[9],iyáṁ vām ahve śr̥ṇutám me aśvinā,śr̥ṇu,"[6, 7]",[],7,6,,S,X
10.067.11.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.067,10.067.11,d,M,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,tát rodasī+_= śr̥ṇutam viśvaminvé?_,tád rodasī śr̥ṇutaṁ viśvaminvé,L LSL SSL LSLL,Triṣṭubh,C,['Grassmann (G)'],893,Brihaspati,Hymns of Ayasya,"L LSL ,SSL |LSLL",False,4,11,"['tád', 'ro', 'da', 'sī', 'śr̥', 'ṇu', 'taṁ', 'viś', 'va', 'min', 'vé']",,True,1,,[],tád rodasī śr̥ṇutaṁ viśvaminvé,śr̥ṇu,"[5, 6]",[],6,5,,S,X
10.075.05.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.075,10.075.05,d,M,śr̥ṇuhí,2,intermediate,2.SG.PRS.IMP.ACT,ā́rjīkīye?_= śr̥ṇuhí ā́} suṣómayā,ā́rjīkīye śr̥ṇuhi ā́ suṣómayā,LLLL SSS L SLSL,Jagatī,n,['Arnold (C1)'],901,The Rivers,Two Single Poets,"LLLL ,SSS |L SLSL",False,4,12,"['ā́r', 'jī', 'kī', 'ye', 'śr̥', 'ṇu', 'hi', 'ā́', 'su', 'ṣó', 'ma', 'yā']",,True,1,,[],ā́rjīkīye śr̥ṇuhi ā́ suṣómayā,śr̥ṇu,"[5, 6]",[],6,5,,S,X
10.113.09.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.113,10.113.09,d,M,śr̥ṇute,2,verse final,3.SG.PRS.IND.MED,śraddhāmanasyā́= śr̥ṇute?_} dabhī́taye-_,chraddhāmanasyā́ śr̥ṇute dabhī́taye,LLSLL SSL SLSL,Jagatī,C,,939,Indra,Hymns of Manyu,"LLSLL ,SS|L SLSL",False,5,12,"['cchrad', 'dhā', 'ma', 'nas', 'yā́', 'śr̥', 'ṇu', 'te', 'da', 'bhī́', 'ta', 'ye']",,True,1,,[],cchraddhāmanasyā́ śr̥ṇute dabhī́taye,śr̥ṇu,"[6, 7]",[],7,6,,S,X
03.054.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,3,3.054,03.054.01,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= dámyebhiḥ} ánīkaiḥ,śr̥ṇótu no dámiyebhir ánīkaiḥ,SLS L SSLS SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas,"SLS L ,SSL|S_SLL",False,4,11,"['śr̥', 'ṇó', 'tu', 'no', 'dá', 'mi', 'ye', 'bhi', 'r á', 'nī', 'kaiḥ']",,True,0,scansion_cadence=SSLX,[8],śr̥ṇótu no dámiyebhir ánīkaiḥ,śr̥ṇo,"[1, 2]",[],2,1,,X,X
03.054.01.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,3,3.054,03.054.01,d,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu agníḥ= divyaíḥ} ájasraḥ,śr̥ṇótu agnír diviyaír ájasraḥ,SLS LL SSL SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas,"SLS LL ,SS|L_SLL",False,5,11,"['śr̥', 'ṇó', 'tu', 'ag', 'nír', 'di', 'vi', 'yaí', 'r á', 'jas', 'raḥ']",,True,1,,[],śr̥ṇótu agnír diviyaír ájasraḥ,śr̥ṇo,"[1, 2]",[],2,1,,X,X
10.071.06.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,10,10.071,10.071.06,c,P,śr̥ṇoti,5,,3.SG.PRS.IND.ACT,yát īm śr̥ṇóti= álakam} śr̥ṇoti,yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,S L SLS SSL SLS,Triṣṭubh,P,['Arnold (C1)'],897,Hymn of Wisdom,Brihaspati Hymns,"S_L SLS ,SS|L SLS",False,5,11,"['yá', 'd īṁ', 'śr̥', 'ṇó', 'ti', 'á', 'la', 'kaṁ', 'śr̥', 'ṇo', 'ti']",,True,1,,[],yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,śr̥ṇo,"[3, 4]",[],4,3,,X,X
10.071.06.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,10,10.071,10.071.06,c,P,śr̥ṇóti,3,intermediate,3.SG.PRS.IND.ACT,yát īm śr̥ṇóti= álakam} śr̥ṇoti,yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,S L SLS SSL SLS,Triṣṭubh,P,['Arnold (C1)'],897,Hymn of Wisdom,Brihaspati Hymns,"S_L SLS ,SS|L SLS",False,5,11,"['yá', 'd īṁ', 'śr̥', 'ṇó', 'ti', 'á', 'la', 'kaṁ', 'śr̥', 'ṇo', 'ti']",,True,1,,[],yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,śr̥ṇo,"[3, 4]",[],4,3,,X,X
01.027.12.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,1,1.027,01.027.12,b,MT,śr̥ṇotu,3,verse final,3.SG.PRS.IMP.ACT,daívyaḥ ketúḥ śr̥ṇotu naḥ,daívyaḥ ketúḥ śr̥ṇotu naḥ,LL LL SLS L,Gāyatrī,S,,27,Agni,Hymns of Medhatithi,LL LL |SLS L,False,-1,8,"['daív', 'yaḥ', 'ke', 'túḥ', 'śr̥', 'ṇo', 'tu', 'naḥ']",,True,1,,[],daívyaḥ ketúḥ śr̥ṇotu naḥ,śr̥ṇo,"[5, 6]",[],6,5,,L,S
01.037.13.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,1,1.037,01.037.13,c,MO,śr̥ṇóti,1,intermediate,3.SG.PRS.IND.ACT,śr̥ṇóti káḥ cit eṣām,śr̥ṇóti káś cid eṣaam,SLS L S LSL,Gāyatrī,S,,37,The Maruts,Hymns of Kanva,SLS L |S_LSL,False,-1,8,"['śr̥', 'ṇó', 'ti', 'káś', 'ci', 'd e', 'ṣa', 'am']",,True,1,,[],śr̥ṇóti káś cid eṣaam,śr̥ṇo,"[1, 2]",[],2,1,,X,X
01.114.11.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,1,1.114,01.114.11,b,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= hávam rudráḥ} marútvān,śr̥ṇótu no hávaṁ rudró marútvān,SLS L SL LL SLL,,C,['Grassmann (G)'],114,Rudra,"Hymns of Kutsa, the Angiras",SLS L SL LL SLL,False,-1,11,"['śr̥', 'ṇó', 'tu', 'no', 'há', 'vaṁ', 'rud', 'ró', 'ma', 'rút', 'vān']",,True,-1,,[],śr̥ṇótu no hávaṁ rudró marútvān,śr̥ṇo,"[1, 2]",[],2,1,,,
02.027.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,2,2.027,02.027.01,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu mitráḥ= aryamā́} bhágaḥ naḥ,śr̥ṇótu mitró aryamā́ bhágo nas,SLS LL LSL SL L,Triṣṭubh,N,,218,Adityas,Hymns to the Adityas,"SLS LL ,LS|L SL L",False,5,11,"['śr̥', 'ṇó', 'tu', 'mit', 'ró', 'ar', 'ya', 'mā́', 'bhá', 'go', 'nas']",,True,1,,[],śr̥ṇótu mitró aryamā́ bhágo nas,śr̥ṇo,"[1, 2]",[],2,1,,X,X
02.032.04.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,2,2.032,02.032.04,b,D,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= subhágā bódhatu tmánā,śr̥ṇótu naḥ subhágā bódhatu tmánā,SLS L SSL LSL SL,Jagatī,p,"['Oldenberg (O)', 'Arnold (C1)', 'Wuest (w)']",223,Diverse Gods,Hymns to Various Gods,"SLS L ,SSL |LS_LSL",False,4,12,"['śr̥', 'ṇó', 'tu', 'naḥ', 'su', 'bhá', 'gā', 'bó', 'dha', 'tu t', 'má', 'nā']",,True,1,,[],śr̥ṇótu naḥ subhágā bódhatu tmánā,śr̥ṇo,"[1, 2]",[],2,1,,X,X
02.033.04.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,2,2.033,02.033.04,d,M,śr̥ṇomi,4,,1.SG.PRS.IND.ACT,bhiṣáktamam tvā= bhiṣájām} śr̥ṇomi,bhiṣáktamaṁ tvā bhiṣájāṁ śr̥ṇomi,SLSL L SSL SLS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods,"SLSL ,L SS|L SLS",False,4,11,"['bhi', 'ṣák', 'ta', 'maṁ', 'tvā', 'bhi', 'ṣá', 'jāṁ', 'śr̥', 'ṇo', 'mi']",caesura_position_alt=5,True,1,,[],bhiṣáktamaṁ tvā bhiṣájāṁ śr̥ṇomi,śr̥ṇo,"[9, 10]",[],10,9,,L,S
03.033.09.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,3,3.033,03.033.09,a,M,śr̥ṇota,6,,2.PL.PRS.IMP.ACT,ā́ u+_ sú svasāraḥ= kāráve-_} śr̥ṇota,ó ṣú svasāraḥ kāráve śr̥ṇota,L L SLL LSL SLS,Triṣṭubh,N,['Arnold (C1)'],267,Visvamitra and the Rivers,Hymns to Indra,"L _LSLL ,LS|L SLS",False,5,11,"['ó', 'ṣú s', 'va', 'sā', 'raḥ', 'kā', 'rá', 've', 'śr̥', 'ṇo', 'ta']",,True,1,,[],ó ṣú svasāraḥ kāráve śr̥ṇota,śr̥ṇo,"[9, 10]",[],10,9,,L,S
03.054.19.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,3,3.054,03.054.19,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= pr̥thivī́?_ dyaúḥ} utá ā́paḥ,śr̥ṇótu naḥ pr̥thivī́ dyaúr utā́paḥ,SLS L SSL L SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas,"SLS L ,SS_L|L_SLL",False,4,11,"['śr̥', 'ṇó', 'tu', 'naḥ', 'pr̥', 'thi', 'vī́ d', 'yaú', 'r u', 'tā́', 'paḥ']",,True,1,,[],śr̥ṇótu naḥ pr̥thivī́ dyaúr utā́paḥ,śr̥ṇo,"[1, 2]",[],2,1,,X,X
03.054.20.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,3,3.054,03.054.20,c,M,śr̥ṇotu,4,,3.SG.PRS.IMP.ACT,ādityaíḥ naḥ= áditiḥ} śr̥ṇotu,āditiyaír no áditiḥ śr̥ṇotu,LSSL L SSL SLS,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas,"LSSL ,L SS|L SLS",False,4,11,"['ā', 'di', 'ti', 'yaír', 'no', 'á', 'di', 'tiḥ', 'śr̥', 'ṇo', 'tu']",caesura_position_alt=5,True,1,,[],āditiyaír no áditiḥ śr̥ṇotu,śr̥ṇo,"[9, 10]",[],10,9,,L,S
04.023.03.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,4,4.023,04.023.03,a,M,śr̥ṇoti,2,intermediate,3.SG.PRS.IND.ACT,kathā́ śr̥ṇoti= hūyámānam índraḥ,kathā́ śr̥ṇoti hūyámānam índraḥ,SL SLS LSLS LL,Triṣṭubh,S,,319,Indra,Hymns to Indra,"SL SLS ,LS|LS_LL",False,5,11,"['ka', 'thā́', 'śr̥', 'ṇo', 'ti', 'hū', 'yá', 'mā', 'na', 'm ín', 'draḥ']",,True,1,,[],kathā́ śr̥ṇoti hūyámānam índraḥ,śr̥ṇo,"[3, 4]",[],4,3,,X,X
05.032.11.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,5,5.032,05.032.11,b,M,śr̥ṇomi,2,intermediate,1.SG.PRS.IND.ACT,jātám śr̥ṇomi= yaśásam} jáneṣu,jātáṁ śr̥ṇomi yaśásaṁ jáneṣu,LL SLS SSL SLS,Triṣṭubh,N,,386,Indra,Hymns to Indra,"LL SLS ,SS|L SLS",False,5,11,"['jā', 'táṁ', 'śr̥', 'ṇo', 'mi', 'ya', 'śá', 'saṁ', 'já', 'ne', 'ṣu']",,True,1,,[],jātáṁ śr̥ṇomi yaśásaṁ jáneṣu,śr̥ṇo,"[3, 4]",[],4,3,,X,X
05.032.12.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,5,5.032,05.032.12,b,M,śr̥ṇómi,4,,1.SG.PRS.IND.ACT,maghā́ víprebhyaḥ= dádatam} śr̥ṇómi,maghā́ víprebhyo dádataṁ śr̥ṇómi,SL LLL SSL SLS,Triṣṭubh,N,,386,Indra,Hymns to Indra,"SL LLL ,SS|L SLS",False,5,11,"['ma', 'ghā́', 'víp', 'rebh', 'yo', 'dá', 'da', 'taṁ', 'śr̥', 'ṇó', 'mi']",,True,1,,[],maghā́ víprebhyo dádataṁ śr̥ṇómi,śr̥ṇo,"[9, 10]",[],10,9,,L,S
05.041.12.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,5,5.041,05.041.12,a,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= ūrjā́m pátiḥ} gíraḥ sá,śr̥ṇótu na ūrjā́m pátir gíraḥ sá,SLS S LL SL SL S,,A,,395,All the Gods,Hymns to the All-Gods,SLS S LL SL SL S,False,-1,11,"['śr̥', 'ṇó', 'tu', 'na', 'ūr', 'jā́m', 'pá', 'tir', 'gí', 'raḥ', 'sá']",,True,-1,,[],śr̥ṇótu na ūrjā́m pátir gíraḥ sá,śr̥ṇo,"[1, 2]",[],2,1,,,
05.042.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,5,5.042,05.042.01,c,M,śr̥ṇotu,3,,3.SG.PRS.IMP.ACT,pŕ̥ṣadyoniḥ= páñcahotā} śr̥ṇotu,pŕ̥ṣadyoniḥ páñcahotā śr̥ṇotu,SLLL LSLL SLS,Triṣṭubh,C,,396,All the Gods,Hymns to the All-Gods,"SLLL ,LSL|L SLS",False,4,11,"['pŕ̥', 'ṣad', 'yo', 'niḥ', 'páñ', 'ca', 'ho', 'tā', 'śr̥', 'ṇo', 'tu']",,True,1,,[],pŕ̥ṣadyoniḥ páñcahotā śr̥ṇotu,śr̥ṇo,"[9, 10]",[],10,9,,L,S
