01.001.01a | agním īḷe puróhitaṁ
10.132.07b | tíṣṭhad ráthaṁ ná dhūrṣádaṁ vanarṣádam
10.132.07c | tā́ naḥ kaṇūkayántīr
10.132.07d | nr̥médhas tatre áṁhasaḥ
10.132.07e | sumédhas tatre áṁhasaḥ

10.133.01a | pró ṣú asmai purorathám
10.133.01b | índrāya śūṣám arcata
10.133.01c | abhī́ke cid ulokakŕ̥t&
10.133.01d | saṁgé samátsu vr̥trahā́
10.133.01e | asmā́kam bodhi coditā́
10.133.01f | nábhantām anyakéṣaaṁ
10.133.01g | jiyākā́ ádhi dhánvasu

10.133.02a | tuváṁ síndhūm̐r ávāsr̥jo
10.133.02b | adharā́co áhann áhim
10.133.02c | aśatrúr indra jajñiṣe
10.133.02d | víśvam puṣyasi vā́riyaṁ
10.133.02e | táṁ tvā pári ṣvajāmahe
10.133.02f | nábhantām anyakéṣaaṁ
10.133.02g | jiyākā́ ádhi dhánvasu

10.133.03a | ví ṣú víśvā árātayo
10.133.03b | aryó naśanta no dhíyaḥ
10.133.03c | ástāsi śátrave vadháṁ
10.133.03d | yó na indra jíghāṁsati
10.133.03e | yā́ te rātír dadír vásu
10.133.03f | nábhantām anyakéṣaaṁ
10.133.03g | jiyākā́ ádhi dhánvasu

10.133.04a | yó na indrābhíto jáno
10.133.04b | vr̥kāyúr ādídeśati
10.133.04c | adhaspadáṁ tám īṁ kr̥dhi
10.133.04d | vibādhó asi sāsahír
10.133.04e | nábhantām anyakéṣaaṁ
10.133.04f | jiyākā́ ádhi dhánvasu

10.133.05a | yó na indrābhidā́sati
10.133.05b | sánābhir yáś ca níṣṭiyaḥ
10.133.05c | áva tásya bálaṁ tira
10.133.05d | mahī́va dyaúr ádha tmánā
10.133.05e | nábhantām anyakéṣaaṁ
10.133.05f | jiyākā́ ádhi dhánvasu

10.133.06a | vayám indra tuvāyávaḥ
10.133.06b | sakhitvám ā́ rabhāmahe
10.133.06c | r̥tásya naḥ pathā́ naya
10.133.06d | áti víśvāni duritā́
10.133.06e | nábhantām anyakéṣaaṁ
10.133.06f | jiyākā́ ádhi dhánvasu

10.133.07a | asmábhyaṁ sú tuvám indra tā́ṁ śikṣa
10.133.07b | yā́ dóhate práti váraṁ jaritré
10.133.07c | áchidra~udhnī pīpáyad yáthā naḥ
10.133.07d | sahásradhārā páyasā mahī́ gaúḥ

10.134.01a | ubhé yád indra ródasī
10.134.01b | āpaprā́tha uṣā́ iva
10.134.01c | mahā́ntaṁ tvā mahī́naaṁ
10.134.01d | samrā́jaṁ carṣaṇīnáaṁ
10.134.01e | devī́ jánitry ajījanad
10.134.01f | bhadrā́ jánitry ajījanat

10.134.02a | áva sma durhaṇāyató
10.134.02b | mártasya tanuhi sthirám
10.134.02c | adhaspadáṁ tám īṁ kr̥dhi
10.134.02d | yó asmā́m̐ ādídeśati
10.134.02e | devī́ jánitry ajījanad
10.134.02f | bhadrā́ jánitry ajījanat

10.134.03a | áva tyā́ br̥hatī́r íṣo
10.134.03b | viśváścandrā amitrahan
10.134.03c | śácībhiḥ śakra dhūnuhi
10.134.03d | índra víśvābhir ūtíbhir
10.134.03e | devī́ jánitry ajījanad
10.134.03f | bhadrā́ jánitry ajījanat

10.134.04a | áva yát tváṁ śatakratav
10.134.04b | índra víśvāni dhūnuṣé
10.134.04c | rayíṁ ná sunvaté sácā
10.134.04d | sahasríṇībhir ūtíbhir
10.134.04e | devī́ jánitry ajījanad
10.134.04f | bhadrā́ jánitry ajījanat

10.134.05a | áva svédā ivābhíto
10.134.05b | víṣvak patantu didyávaḥ
10.134.05c | dū́rvāyā iva tántavo
10.134.05d | ví asmád etu durmatír
10.134.05e | devī́ jánitry ajījanad
10.134.05f | bhadrā́ jánitry ajījanat

10.134.06a | dīrgháṁ hí aṅkuśáṁ yathā
10.134.06b | śáktim bíbharṣi mantumaḥ
10.134.06c | pū́rveṇa maghavan padā́
10.134.06d | ajó vayā́ṁ yáthā yamo
10.134.06e | devī́ jánitry ajījanad
10.134.06f | bhadrā́ jánitry ajījanat

10.134.07a | nákir devā minīmasi
10.134.07b | nákir ā́ yopayāmasi
10.134.07c | mantraśrútyaṁ carāmasi
10.134.07d | pakṣébhir apikakṣébhir
10.134.07e | átrābhí sáṁ rabhāmahe

10.135.01a | yásmin vr̥kṣé supalāśé
10.135.01b | devaíḥ sampíbate yamáḥ
10.135.01c | átrā no viśpátiḥ pitā́
10.135.01d | purāṇā́m̐ ánu venati

10.135.02a | purāṇā́m̐ anuvénantaṁ
10.135.02b | cárantam pāpáyāmuyā́
10.135.02c | asūyánn abhy a\cākaśaṁ
10.135.02d | tásmā aspr̥hayam púnaḥ

10.135.03a | yáṁ kumāra návaṁ rátham
10.135.03b | acakrám mánasā́kr̥ṇoḥ
10.135.03c | ékeṣaṁ viśvátaḥ prā́ñcam
10.135.03d | ápaśyann ádhi tiṣṭhasi

10.135.04a | yáṁ kumāra prā́vartayo
10.135.04b | ráthaṁ víprebhiyas pári
10.135.04c | táṁ sā́mā́nu prā́vartata
10.135.04d | sám itó nāví ā́hitam

10.135.05a | káḥ kumārám ajanayad
10.135.05b | ráthaṁ kó nír avartayat
10.135.05c | káḥ svit tád adyá no brūyād
10.135.05d | anudéyī yáthā́bhavat

10.135.06a | yáthā́bhavad anudéyī
10.135.06b | táto ágram ajāyata
10.135.06c | purástād budhná ā́tataḥ
10.135.06d | paścā́n niráyaṇaṁ kr̥tám

10.135.07a | idáṁ yamásya sā́danaṁ
10.135.07b | devamānáṁ yád ucyáte
10.135.07c | iyám asya dhamyate nāḷī́r
10.135.07d | ayáṁ gīrbhíḥ páriṣkr̥taḥ

10.136.01a | keśī́ agníṁ keśī́ viṣáṁ
10.136.01b | keśī́ bibharti ródasī
10.136.01c | keśī́ víśvaṁ súvar dr̥śé
10.136.01d | keśī́dáṁ jyótir ucyate

10.136.02a | múnayo vā́taraśanāḥ
10.136.02b | piśáṅgā vasate málā
10.136.02c | vā́tasyā́nu dhrā́jiṁ yanti
10.136.02d | yád devā́so ávikṣata

10.136.03a | únmaditā maúneyena
10.136.03b | vā́tām̐ ā́ tasthimā vayám
10.136.03c | śárīréd asmā́kaṁ yūyám
10.136.03d | mártāso abhí paśyatha

10.136.04a | antárikṣeṇa patati
10.136.04b | víśvā rūpā́vacā́kaśat
10.136.04c | múnir devásya-devasya
10.136.04d | saúkr̥tyāya sákhā hitáḥ

10.136.05a | vā́tasyā́śvo vāyóḥ sákhā
10.136.05b | átho devéṣito múniḥ
10.136.05c | ubhaú samudrā́v ā́ kṣeti
10.136.05d | yáś ca pū́rva utā́paraḥ

10.136.06a | apsarásāṁ gandharvā́ṇām
10.136.06b | mr̥gā́ṇāṁ cáraṇe cáran
10.136.06c | keśī́ kétasya vidvā́n
10.136.06d | sákhā svādúr madíntamaḥ

10.136.07a | vāyúr asmā úpāmanthat
10.136.07b | pináṣṭi smā kunannamā́
10.136.07c | keśī́ viṣásya pā́treṇa
10.136.07d | yád rudréṇā́pibat sahá

10.137.01a | utá devā ávahitaṁ
10.137.01b | dévā ún nayathā púnaḥ
10.137.01c | utā́gaś cakrúṣaṁ devā
10.137.01d | dévā jīváyathā púnaḥ

10.137.02a | duvā́v imaú vā́tau vāta
10.137.02b | ā́ síndhor ā́ parāvátaḥ
10.137.02c | dákṣaṁ te anyá ā́ vātu
10.137.02d | párānyó vātu yád rápaḥ

10.137.03a | ā́ vāta vāhi bheṣajáṁ
10.137.03b | ví vāta vāhi yád rápaḥ
10.137.03c | tuváṁ hí viśvábheṣajo
10.137.03d | devā́nāṁ dūtá ī́yase

10.137.04a | ā́ tvāgamaṁ śáṁtātibhir
10.137.04b | átho ariṣṭátātibhiḥ
10.137.04c | dákṣaṁ te bhadrám ā́bhārṣam
10.137.04d | párā yákṣmaṁ suvāmi te

10.137.05a | trā́yantām ihá devā́s
10.137.05b | trā́yatām marútāṁ gaṇáḥ
10.137.05c | trā́yantāṁ víśvā bhūtā́ni
10.137.05d | yáthāyám arapā́ ásat

10.137.06a | ā́pa íd vā́ u bheṣajī́r
10.137.06b | ā́po amīvacā́tanīḥ
10.137.06c | ā́paḥ sárvasya bheṣajī́s
10.137.06d | tā́s te kr̥ṇvantu bheṣajám

10.137.07a | hástābhyāṁ dáśaśākhābhyāṁ
10.137.07b | jihvā́ vācáḥ purogavī́
10.137.07c | anāmayitnúbhyāṁ tuvā
10.137.07d | tā́bhyāṁ tvópa spr̥śāmasi

10.138.01a | táva tyá indra sakhiyéṣu váhnaya
10.138.01b | r̥tám manvānā́ ví adardirur valám
10.138.01c | yátrā daśasyánn uṣáso riṇánn apáḥ
10.138.01d | kútsāya mánmann ahíyaś ca daṁsáyaḥ

10.138.02a | ávāsr̥jaḥ prasúvaḥ śvañcáyo girī́n
10.138.02b | úd āja usrā́ ápibo mádhu priyám
10.138.02c | ávardhayo vaníno asya dáṁsasā
10.138.02d | śuśóca sū́rya r̥tájātayā girā́

10.138.03a | ví sū́ryo mádhye amucad ráthaṁ divó
10.138.03b | vidád dāsā́ya pratimā́nam ā́riyaḥ
10.138.03c | dr̥r̥ḷhā́ni+ pípror ásurasya māyína
10.138.03d | índro ví āsyac cakr̥vā́m̐ r̥jíśvanā

10.138.04a | ánādhr̥ṣṭāni dhr̥ṣitó ví āsiyan
10.138.04b | nidhī́m̐r ádevām̐ amr̥ṇad ayā́siyaḥ
10.138.04c | māséva sū́ryo vásu púryam ā́ dade
10.138.04d | gr̥ṇānáḥ śátrūm̐r aśr̥ṇād virúkmatā

10.138.05a | áyuddhaseno vibhúvā vibhindatā́
10.138.05b | dā́śad vr̥trahā́ tújiyāni tejate
10.138.05c | índrasya vájrād abibhed abhiśnáthaḥ
10.138.05d | prā́krāmac chundhyū́r ájahād uṣā́ ánaḥ

10.138.06a | etā́ tiyā́ te śrútiyāni kévalā
10.138.06b | yád éka ékam ákr̥ṇor ayajñám
10.138.06c | māsā́ṁ vidhā́nam adadhā ádhi dyávi
10.138.06d | tváyā víbhinnam bharati pradhím pitā́

10.139.01a | sū́ryaraśmir hárikeśaḥ purástāt
10.139.01b | savitā́ jyótir úd ayām̐ ájasram
10.139.01c | tásya pūṣā́ prasavé yāti vidvā́n
10.139.01d | sampáśyan víśvā bhúvanāni gopā́ḥ

10.139.02a | nr̥cákṣā eṣá divó mádhya āsta
10.139.02b | āpaprivā́n ródasī antárikṣam
10.139.02c | sá viśvā́cīr abhí caṣṭe ghr̥tā́cīr
10.139.02d | antarā́ pū́rvam áparaṁ ca ketúm

10.139.03a | rāyó budhnáḥ saṁgámano vásūnāṁ
10.139.03b | víśvā rūpā́ abhí caṣṭe śácībhiḥ
10.139.03c | devá iva savitā́ satyádharmā
10.139.03d | índro ná tasthau samaré dhánānām

10.139.04a | viśvā́vasuṁ soma gandharvám ā́po
10.139.04b | dadr̥śúṣīs tád r̥ténā ví āyan
10.139.04c | tád anvávaid índro rārahāṇá āsām
10.139.04d | pári sū́ryasya paridhī́m̐r apaśyat

10.139.05a | viśvā́vasur abhí tán no gr̥ṇātu
10.139.05b | divyó gandharvó rájaso vimā́naḥ
10.139.05c | yád vā ghā satyám utá yán ná vidmá
10.139.05d | dhíyo hinvānó dhíya ín no avyāḥ

10.139.06a | sásnim avindac cáraṇe nadī́nām
10.139.06b | ápāvr̥ṇod dúro áśmavrajānām
10.139.06c | prā́sāṁ gandharvó amŕ̥tāni vocad
10.139.06d | índro dákṣam pári jānād ahī́nām

10.140.01a | ágne táva śrávo váyo
10.140.01b | máhi bhrājante arcáyo vibhāvaso
10.140.01c | bŕ̥hadbhāno śávasā vā́jam ukthíyaṁ
10.140.01d | dádhāsi dāśúṣe kave

10.140.02a | pavākávarcāḥ+ śukrávarcā ánūnavarcā
10.140.02b | úd iyarṣi bhānúnā
10.140.02c | putró mātárā vicárann úpāvasi
10.140.02d | pr̥ṇákṣi ródasī ubhé

10.140.03a | ū́rjo napāj jātavedaḥ suśastíbhir
10.140.03b | mándasva dhītíbhir hitáḥ
10.140.03c | tuvé íṣaḥ sáṁ dadhur bhū́rivarpasaś
10.140.03d | citrótayo vāmájātāḥ

10.140.04a | irajyánn agne prathayasva jantúbhir
10.140.04b | asmé rā́yo amartiya
10.140.04c | sá darśatásya vápuṣo ví rājasi
10.140.04d | pr̥ṇákṣi sānasíṁ krátum

10.140.05a | iṣkartā́ram adhvarásya prácetasaṁ
10.140.05b | kṣáyantaṁ rā́dhaso maháḥ
10.140.05c | rātíṁ vāmásya subhágām mahī́m íṣaṁ
10.140.05d | dádhāsi sānasíṁ rayím

10.140.06a | r̥tā́vānam mahiṣáṁ viśvádarśatam
10.140.06b | agníṁ sumnā́ya dadhire puró jánāḥ
10.140.06c | śrútkarṇaṁ sapráthastamaṁ tuvā girā́
10.140.06d | daíviyam mā́nuṣā yugā́

10.141.01a | ágne áchā vadehá naḥ
10.141.01b | pratyáṅ naḥ sumánā bhava
10.141.01c | prá no yacha viśas pate
10.141.01d | dhanadā́ asi nas tuvám

10.141.02a | prá no yachatu aryamā́
10.141.02b | prá bhágaḥ prá bŕ̥haspátiḥ
10.141.02c | prá devā́ḥ prótá sūnŕ̥tā
10.141.02d | rāyó devī́ dadātu naḥ

10.141.03a | sómaṁ rā́jānam ávase
10.141.03b | agníṁ gīrbhír havāmahe
10.141.03c | ādityā́n víṣṇuṁ sū́riyam
10.141.03d | brahmā́ṇaṁ ca bŕ̥haspátim

10.141.04a | indravāyū́ bŕ̥haspátiṁ
10.141.04b | suhávehá havāmahe
10.141.04c | yáthā naḥ sárva íj jánaḥ
10.141.04d | sáṁgatyāṁ sumánā ásat

10.141.05a | aryamáṇam bŕ̥haspátim
10.141.05b | índraṁ dā́nāya codaya
10.141.05c | vā́taṁ víṣṇuṁ sárasvatīṁ
10.141.05d | savitā́raṁ ca vājínam

10.141.06a | tuváṁ no agne agníbhir
10.141.06b | bráhma yajñáṁ ca vardhaya
10.141.06c | tuváṁ no devátātaye
10.141.06d | rāyó dā́nāya codaya

10.142.01a | ayám agne jaritā́ tvé abhūd ápi
10.142.01b | sáhasaḥ sūno nahí anyád ásti ā́piyam
10.142.01c | bhadráṁ hí śárma trivárūtham ásti ta
10.142.01d | āré híṁsānām ápa didyúm ā́ kr̥dhi

10.142.02a | pravát te agne jánimā pitūyatáḥ
10.142.02b | sācī́va víśvā bhúvanā ní r̥ñjase
10.142.02c | prá sáptayaḥ prá saniṣanta no dhíyaḥ
10.142.02d | puráś caranti paśupā́ iva tmánā

10.142.03a | utá vā́ u pári vr̥ṇakṣi bápsad
10.142.03b | bahór agna úlapasya svadhāvaḥ
10.142.03c | utá khilyā́ urvárāṇām bhavanti
10.142.03d | mā́ te hetíṁ táviṣīṁ cukrudhāma

10.142.04a | yád udváto niváto yā́si bápsat
10.142.04b | pŕ̥thag eṣi pragardhínīva sénā
10.142.04c | yadā́ te vā́to anuvā́ti śocír
10.142.04d | vápteva śmáśru vapasi prá bhū́ma

10.142.05a | *práti asya śráyaṇayo+ dadr̥śra
10.142.05b | ékaṁ niyā́nam bahávo ráthāsaḥ
10.142.05c | bāhū́ yád agne anumármr̥jāno
10.142.05d | níaṅṅ uttānā́m anuéṣi bhū́mim

10.142.06a | út te śúṣmā jihatām út te arcír
10.142.06b | út te agne śaśamānásya vā́jāḥ
10.142.06c | úc chvañcasva ní nama várdhamāna
10.142.06d | ā́ tvādyá víśve vásavaḥ sadantu

10.142.07a | apā́m idáṁ niáyanaṁ
10.142.07b | samudrásya nivéśanam
10.142.07c | anyáṁ kr̥ṇuṣvetáḥ pánthāṁ
10.142.07d | téna yāhi váśām̐ ánu

10.142.08a | ā́yane te parā́yaṇe
10.142.08b | dū́rvā rohantu puṣpíṇīḥ
10.142.08c | hradā́ś ca puṇḍárīkāṇi
10.142.08d | samudrásya gr̥hā́ imé

10.143.01a | tyáṁ cid átrim r̥tajúram
10.143.01b | ártham áśvaṁ ná yā́tave
10.143.01c | kakṣī́vantaṁ yádī púnā
10.143.01d | ráthaṁ ná kr̥ṇuthó návam

10.143.02a | tyáṁ cid áśvaṁ ná vājínam
10.143.02b | areṇávo yám átnata
10.143.02c | dr̥r̥ḷháṁ+ granthíṁ ná ví ṣyatam
10.143.02d | átriṁ yáviṣṭham ā́ rájaḥ

10.143.03a | nárā dáṁsiṣṭhāv átraye
10.143.03b | śúbhrā síṣāsataṁ dhíyaḥ
10.143.03c | áthā hí vāṁ divó narā
10.143.03d | púna stómo ná viśáse

10.143.04a | cité tád vāṁ surādhasā
10.143.04b | rātíḥ sumatír aśvinā
10.143.04c | ā́ yán naḥ sádane pr̥thaú
10.143.04d | sámane párṣatho narā

10.143.05a | yuvám bhujyúṁ samudrá ā́
10.143.05b | rájasaḥ pārá īṅkhitám
10.143.05c | yātám áchā patatríbhir
10.143.05d | nā́satyā sātáye kr̥tam

10.143.06a | ā́ vāṁ sumnaíḥ śaṁyū́ iva
10.143.06b | máṁhiṣṭhā víśvavedasā
10.143.06c | sám asmé bhūṣataṁ narā
10.143.06d | útsaṁ ná pipyúṣīr íṣaḥ

10.144.01a | ayáṁ hí te ámartiya
10.144.01b | índur átyo ná pátyate
10.144.01c | dákṣo viśvā́yur vedháse

10.144.02a | ayám asmā́su kā́viya
10.144.02b | r̥bhúr vájro dáasvate
10.144.02c | ayám bibharti ūrdhvákr̥śanam mádam
10.144.02d | r̥bhúr ná kŕ̥tviyam mádam

10.144.03a | ghŕ̥ṣuḥ śyenā́ya kŕ̥tvana
10.144.03b | āsú suā́su váṁsagaḥ
10.144.03c | áva dīdhed ahīśúvaḥ

10.144.04a | yáṁ suparṇáḥ parāvátaḥ
10.144.04b | śyenásya putrá ā́bharat
10.144.04c | śatácakraṁ yo\ 'hyo\ vartaníḥ

10.144.05a | yáṁ te śyenáś cā́rum avr̥kám padā́bharad
10.144.05b | aruṇám mānám ándhasaḥ
10.144.05c | enā́ váyo ví tāri ā́yu@ jīvása
10.144.05d | enā́ jāgāra bandhútā

10.144.06a | evā́ tád índra índunā
10.144.06b | devéṣu cid dhārayāte máhi tyájaḥ
10.144.06c | krátvā váyo ví tāri ā́yu@ sukrato
10.144.06d | krátvāyám asmád ā́ sutáḥ

10.145.01a | imā́ṁ khanāmi óṣadhiṁ
10.145.01b | vīrúdham bálavattamām
10.145.01c | yáyā sapátnīm bā́dhate
10.145.01d | yáyā saṁvindáte pátim

10.145.02a | úttānaparṇe súbhage
10.145.02b | dévajūte sáhasvati
10.145.02c | sapátnīm me párā dhama
10.145.02d | pátim me kévalaṁ kuru

10.145.03a | úttarā ahám uttara
10.145.03b | úttarā íd úttarābhyaḥ
10.145.03c | áthā sapátnī yā́ máma
10.145.03d | ádharā sā́dharābhiyaḥ

10.145.04a | nahy a\syā nā́ma gr̥bhṇā́mi
10.145.04b | nó asmín ramate jáne
10.145.04c | párām evá parāvátaṁ
10.145.04d | sapátnīṁ gamayāmasi

10.145.05a | ahám asmi sáhamānā
10.145.05b | átha tvám asi sāsahíḥ
10.145.05c | ubhé sáhasvatī bhūtvī́
10.145.05d | sapátnīm me sahāvahai

10.145.06a | úpa te 'dhāṁ sáhamānām
10.145.06b | abhí tvādhāṁ sáhīyasā
10.145.06c | máam ánu prá te máno
10.145.06d | vatsáṁ gaúr iva dhāvatu
10.145.06e | pathā́ vā́r iva dhāvatu

10.146.01a | áraṇyāni áraṇyāni
10.146.01b | asaú yā́ préva náśyasi
10.146.01c | kathā́ grā́maṁ ná pr̥chasi
10.146.01d | ná tvā bhī́r 'va@ vindatī3m̐

10.146.02a | vr̥ṣāravā́ya vádate
10.146.02b | yád upā́vati ciccikáḥ
10.146.02c | āghāṭíbhir 'va@ dhāváyann
10.146.02d | araṇyānír mahīyate

10.146.03a | utá gā́va ivādanti
10.146.03b | utá véśmeva dr̥śyate
10.146.03c | utó araṇyāníḥ sāyáṁ
10.146.03d | śakaṭī́r iva sarjati

10.146.04a | gā́m aṅgaíṣá ā́ hvayati
10.146.04b | dā́rv aṅgaíṣó ápāvadhīt
10.146.04c | vásann araṇyānyā́ṁ sāyám
10.146.04d | ákrukṣad íti manyate

10.146.05a | ná vā́ araṇyānír hanti
10.146.05b | anyáś cén nā́bhigáchati
10.146.05c | svādóḥ phálasya jagdhvā́ya
10.146.05d | yathākā́maṁ ní padyate

10.146.06a | ā́ñjanagandhiṁ surabhím
10.146.06b | bahvannā́m ákr̥ṣīvalām
10.146.06c | prā́hám mr̥gā́ṇām mātáram
10.146.06d | araṇyāním aśaṁsiṣam

10.147.01a | śrát te dadhāmi prathamā́ya manyáve
10.147.01b | áhan yád vr̥tráṁ náriyaṁ vivér apáḥ
10.147.01c | ubhé yát tvā bhávato ródasī ánu
10.147.01d | réjate śúṣmāt pr̥thivī́ cid adrivaḥ

10.147.02a | tuvám māyā́bhir anavadya māyínaṁ
10.147.02b | śravasyatā́ mánasā vr̥trám ardayaḥ
10.147.02c | tuvā́m ín náro vr̥ṇate gáviṣṭiṣu
10.147.02d | tuvā́ṁ víśvāsu háviyāsu íṣṭiṣu

10.147.03a | aíṣu cākandhi puruhūta sūríṣu
10.147.03b | vr̥dhā́so yé maghavann ānaśúr maghám
10.147.03c | árcanti toké tánaye páriṣṭiṣu
10.147.03d | medhásātā vājínam áhraye dháne

10.147.04a | sá ín nú rāyáḥ súbhr̥tasya cākanan
10.147.04b | mádaṁ yó asya ráṁhiyaṁ cíketati
10.147.04c | tuvā́vr̥dho maghavan dāśúadhvaro
10.147.04d | makṣū́ sá vā́jam bharate dhánā nŕ̥bhiḥ

10.147.05a | tuváṁ śárdhāya mahinā́ gr̥ṇāná
10.147.05b | urú kr̥dhi maghavañ chagdhí rāyáḥ
10.147.05c | tuváṁ no mitró váruṇo ná māyī́
10.147.05d | pitvó ná dasma dayase vibhaktā́

10.148.01a | suṣvāṇā́sa indara+ stumási tvā
10.148.01b | sasavā́ṁsaś ca tuvinr̥mṇa vā́jam
10.148.01c | ā́ no bhara suvitáṁ yásya cākán
10.148.01d | tmánā tánā sanuyāma tuvótāḥ

10.148.02a | r̥ṣvás tuvám indara+ śūra jātó
10.148.02b | dā́sīr víśaḥ ̀ sū́riyeṇa sahyāḥ
10.148.02c | gúhā hitáṁ gúhiyaṁ gūḷhám apsú
10.148.02d | bibhr̥mási prasrávaṇe ná sómam

10.148.03a | aryó vā gíro abhí arca vidvā́n
10.148.03b | ŕ̥ṣīṇāṁ vípraḥ sumatíṁ cakānáḥ
10.148.03c | té siyāma yé raṇáyanta sómair
10.148.03d | enā́ utá túbhya@ rathoḷha bhakṣaíḥ

10.148.04a | imā́ bráhma indara+ túbhya@ śaṁsi
10.148.04b | dáa nŕ̥bhyo nr̥r̥ṇáaṁ+ śūra śávaḥ
10.148.04c | tébhir bhava sákratur yéṣu cākánn
10.148.04d | utá trāyasva gr̥ṇatá utá stī́n

10.148.05a | śrudhī́ hávam indara+ śūra pŕ̥thyā
10.148.05b | utá stavase veniyásya arkaíḥ
10.148.05c | ā́ yás te yóniṁ ghr̥távantam ásvār
10.148.05d | ūrmír ná nímnaír dravayanta vákvāḥ

10.149.01a | savitā́ yantraíḥ pr̥thivī́m aramṇād
10.149.01b | askambhané savitā́ dyā́m adr̥ṁhat
10.149.01c | áśvam 'vādhukṣad@ dhúnim antárikṣam
10.149.01d | atū́rte baddháṁ savitā́ samudrám
