01.001.01a | agním īḷe-_ puróhitam
09.070.06c | jānán r̥tám= prathamám yát} sva\rṇaram
09.070.06d | práśastaye-_= kám avr̥ṇīta sukrátuḥ

09.070.07a | ruváti bhīmáḥ= vr̥ṣabháḥ} taviṣyáyā
09.070.07b | śŕ̥ṅge+_ śíśānaḥ= háriṇī+_} vicakṣaṇáḥ
09.070.07c | ā́ yónim sómaḥ= súkr̥tam} ní sīdati
09.070.07d | gavyáyī?_ tvák= bhavati nirṇík avyáyī?_

09.070.08a | śúciḥ punānáḥ= tanva\m} arepásam
09.070.08b | ávye-_ háriḥ= ní adhāviṣṭa sā́navi
09.070.08c | júṣṭaḥ mitrā́ya= váruṇāya vāyáve-_
09.070.08d | tridhā́tu mádhu= kriyate?_} sukármabhiḥ

09.070.09a | pávasva soma= devávītaye-_ vŕ̥ṣā
09.070.09b | índrasya hā́rdi= somadhā́nam ā́ viśa
09.070.09c | purā́ naḥ bādhā́t= duritā́ áti pāraya
09.070.09d | kṣetravít hí= díśaḥ ā́hā+} vipr̥cchaté?_

09.070.10a | hitáḥ ná+_ sáptiḥ= abhí vā́jam arṣa
09.070.10b | índrasya indo= jaṭháram ā́} pavasva
09.070.10c | nāvā́ ná+_ síndhum= áti parṣi vidvā́n
09.070.10d | śū́raḥ ná+_ yúdhyan= áva naḥ} nidáḥ spar

09.071.01a | ā́ dákṣiṇā= sr̥jyate?_ śuṣmī́-_ āsádam
09.071.01b | véti druháḥ= rakṣásaḥ pāti jā́gr̥viḥ
09.071.01c | háriḥ opaśám= kr̥ṇute-_} nábhaḥ páyaḥ
09.071.01d | upastíre?_= camvo\ḥ bráhma nirṇíje?_

09.071.02a | prá kr̥ṣṭihā́ iva= śūṣáḥ eti róruvat
09.071.02b | asurya\m várṇam= ní riṇīte?_ asya tám
09.071.02c | jáhāti vavrím= pitúḥ eti niṣkr̥tám
09.071.02d | upaprútam= kr̥ṇute-_ nirṇíjam tánā

09.071.03a | ádribhiḥ sutáḥ= pavate-_} gábhastyoḥ
09.071.03b | vr̥ṣāyáte?_= nábhasā vépate?_ matī́-_
09.071.03c | sá modate?_= násate?_ sā́dhate?_ girā́
09.071.03d | nenikté?_ apsú= yájate-_} párīmaṇi

09.071.04a | pári dyukṣám= sáhasaḥ parvatāvŕ̥dham
09.071.04b | mádhvaḥ siñcanti= harmyásya sakṣáṇim
09.071.04c | ā́ yásmin gā́vaḥ= suhutā́daḥ ū́dhani
09.071.04d | mūrdhán śrīṇánti= agriyám} várīmabhiḥ

09.071.05a | sám ī-_ rátham ná+_= bhuríjoḥ} aheṣata
09.071.05b | dáśa svásāraḥ= áditeḥ} upásthe-_ ā́
09.071.05c | jígāt úpa= jrayati góḥ} apīcya\m
09.071.05d | padám yát asya= matúthāḥ} ájījanan

09.071.06a | śyenáḥ ná+_ yónim= sádanam} dhiyā́ kr̥tám
09.071.06b | hiraṇyáyam= āsádam deváḥ ā́ īṣati
09.071.06c | ā́ ī-_ riṇanti= barhíṣi} priyám girā́
09.071.06d | áśvaḥ ná+_ devā́n= ápi eti yajñíyaḥ

09.071.07a | párā vya\ktaḥ= aruṣáḥ} diváḥ kavíḥ
09.071.07b | vŕ̥ṣā tripr̥ṣṭháḥ= anaviṣṭa gā́ḥ abhí
09.071.07c | sahásraṇītiḥ= yátiḥ parāyátiḥ
09.071.07d | rebháḥ ná+_ pūrvī́ḥ= uṣásaḥ} ví rājati

09.071.08a | tveṣám rūpám= kr̥ṇute-_ várṇaḥ asya sá
09.071.08b | yátra áśayat= sámr̥tā sédhati sridháḥ
09.071.08c | apsā́ḥ yāti= svadháyā daívyam jánam
09.071.08d | sám suṣṭutī́-_= násate?_ sám} góagrayā

09.071.09a | ukṣā́ iva yūthā́= pariyán} arāvīt
09.071.09b | ádhi tvíṣīḥ= adhita sū́ryasya
09.071.09c | divyáḥ suparṇáḥ= áva cakṣata kṣā́m
09.071.09d | sómaḥ pári= krátunā paśyate?_ jā́ḥ

09.072.01a | hárim mr̥janti= aruṣáḥ} ná+_ yujyate?_
09.072.01b | sám dhenúbhiḥ= kaláśe-_ sómaḥ ajyate-_
09.072.01c | út vā́cam īráyati hinváte?_ matī́-_
09.072.01d | puruṣṭutásya= káti cit} paripríyaḥ

09.072.02a | sākám vadanti= bahávaḥ} manīṣíṇaḥ
09.072.02b | índrasya sómam= jaṭháre-_} yát āduhúḥ
09.072.02c | yádī-_+ mr̥jánti= súgabhastayaḥ náraḥ
09.072.02d | sánīḷābhiḥ= daśábhiḥ kā́myam mádhu

09.072.03a | áramamāṇaḥ= áti eti gā́ḥ abhí
09.072.03b | sū́ryasya priyám= duhitúḥ} tiráḥ rávam
09.072.03c | ánu asmai jóṣam= abharat} vinaṁgr̥sáḥ
09.072.03d | sám dvayī́bhiḥ= svásr̥bhiḥ kṣeti jāmíbhiḥ

09.072.04a | nŕ̥dhūtaḥ ádriṣutaḥ barhíṣi priyáḥ
09.072.04b | pátiḥ gávām= pradívaḥ índuḥ r̥tvíyaḥ
09.072.04c | púraṁdhivān= mánuṣaḥ yajñasā́dhanaḥ
09.072.04d | śúciḥ dhiyā́= pavate-_ sómaḥ indra te-_

09.072.05a | nŕ̥bāhúbhyām= coditáḥ dhā́rayā sutáḥ
09.072.05b | anuṣvadhám= pavate-_ sómaḥ indra te-_
09.072.05c | ā́ aprāḥ krátūn= sám ajaiḥ adhvaré-_ matī́ḥ
09.072.05d | véḥ ná+_ druṣát= camvo\ḥ ā́ asadat háriḥ

09.072.06a | aṁśúm duhanti= stanáyantam ákṣitam
09.072.06b | kavím kaváyaḥ= apásaḥ} manīṣíṇaḥ
09.072.06c | sám ī-_ gā́vaḥ= matáyaḥ yanti saṁyátaḥ
09.072.06d | r̥tásya yónā= sádane-_} punarbhúvaḥ

09.072.07a | nā́bhā pr̥thivyā́ḥ= dharúṇaḥ} maháḥ diváḥ
09.072.07b | apā́m ūrmaú= síndhuṣu antár ukṣitáḥ
09.072.07c | índrasya vájraḥ= vr̥ṣabháḥ} vibhū́vasuḥ
09.072.07d | sómaḥ hr̥dé-_= pavate-_ cā́ru matsaráḥ

09.072.08a | sá tū́-_+ pavasva= pári pā́rthivam rájaḥ
09.072.08b | stotré-_ śíkṣan= ādhūnvaté?_} ca sukrato
09.072.08c | mā́ naḥ níḥ bhāk= vásunaḥ sādanaspŕ̥śaḥ
09.072.08d | rayím piśáṅgam= bahulám} vasīmahi

09.072.09a | ā́ tū́-_+ naḥ indo= śatádātu áśvyam
09.072.09b | sahásradātu= paśumát} híraṇyavat
09.072.09c | úpa māsva= br̥hatī́ḥ revátīḥ íṣaḥ
09.072.09d | ádhi stotrásya= pavamāna naḥ gahi

09.073.01a | srákve?_ drapsásya= dhámataḥ} sám asvaran
09.073.01b | r̥tásya yónā= sám aranta nā́bhayaḥ
09.073.01c | trī́n sá mūrdhnáḥ= ásuraḥ cakre-_ ārábhe?_
09.073.01d | satyásya nā́vaḥ= sukŕ̥tam} apīparan

09.073.02a | samyák samyáñcaḥ= mahiṣā́ḥ} aheṣata
09.073.02b | síndhoḥ ūrmaú= ádhi venā́ḥ} avīvipan
09.073.02c | mádhoḥ dhā́rābhiḥ= janáyantaḥ arkám ít
09.073.02d | priyā́m índrasya= tanva\m} avīvr̥dhan

09.073.03a | pavítravantaḥ= pári vā́cam āsate-_
09.073.03b | pitā́ eṣām pratnáḥ= abhí rakṣati vratám
09.073.03c | maháḥ samudrám= váruṇaḥ} tiráḥ dadhe-_
09.073.03d | dhī́rāḥ ít śekuḥ= dharúṇeṣu ārábham

09.073.04a | sahásradhāre?_= áva té?_} sám asvaran
09.073.04b | diváḥ nā́ke-_= mádhujihvāḥ} asaścátaḥ
09.073.04c | ásya spáśaḥ= ná ní miṣanti bhū́rṇayaḥ
09.073.04d | padé-pade?_= pāśínaḥ santi sétavaḥ

09.073.05a | pitúḥ mātúḥ= ádhi ā́ yé?_} samásvaran
09.073.05b | r̥cā́ śócantaḥ= saṁdáhantaḥ avratā́n
09.073.05c | índradviṣṭām= ápa dhamanti māyáyā
09.073.05d | tvácam ásiknīm= bhū́manaḥ} diváḥ pári

09.073.06a | pratnā́t mā́nāt= ádhi ā́ yé?_} samásvaran
09.073.06b | ślókayantrāsaḥ= rabhasásya mántavaḥ
09.073.06c | ápa anakṣā́saḥ= badhirā́ḥ} ahāsata
09.073.06d | r̥tásya pánthām= ná taranti duṣkŕ̥taḥ

09.073.07a | sahásradhāre?_= vítate?_} pavítre-_ ā́
09.073.07b | vā́cam punanti= kaváyaḥ} manīṣíṇaḥ
09.073.07c | rudrā́saḥ eṣām= iṣirā́saḥ adrúhaḥ
09.073.07d | spáśaḥ sváñcaḥ= sudŕ̥śaḥ} nr̥cákṣasaḥ

09.073.08a | r̥tásya gopā́ḥ= ná dábhāya sukrátuḥ
09.073.08b | trī́-_ sá pavítrā= hr̥dí antár ā́ dadhe-_
09.073.08c | vidvā́n sá víśvā= bhúvanā abhí paśyati
09.073.08d | áva ájuṣṭān= vidhyati karté?_ avratā́n

09.073.09a | r̥tásya tántuḥ= vítataḥ} pavítre-_ ā́
09.073.09b | jihvā́yāḥ ágre-_= váruṇasya māyáyā
09.073.09c | dhī́rāḥ cit tát= samínakṣantaḥ āśata
09.073.09d | átrā+ kartám= áva padāti áprabhuḥ

09.074.01a | śíśuḥ ná+_ jātáḥ= áva cakradat váne-_
09.074.01b | sva\r yát vājī́?_= aruṣáḥ} síṣāsati
09.074.01c | diváḥ rétasā= sacate-_} payovŕ̥dhā
09.074.01d | tám īmahe-_= sumatī́?_ śárma sapráthaḥ

09.074.02a | diváḥ yáḥ skambháḥ= dharúṇaḥ} svā\tataḥ
09.074.02b | ā́pūrṇaḥ aṁśúḥ= paryéti viśvátaḥ
09.074.02c | sá imé+_ mahī́+_= ródasī+_ yakṣat āvŕ̥tā
09.074.02d | samīcīné+_= dādhāra sám} íṣaḥ kavíḥ

09.074.03a | máhi psáraḥ= súkr̥tam somyám mádhu
09.074.03b | urvī́?_ gávyūtiḥ= áditeḥ} r̥tám yaté-_
09.074.03c | ī́śe-_ yáḥ vr̥ṣṭéḥ= itáḥ usríyaḥ vŕ̥ṣā
09.074.03d | apā́m netā́= yáḥ itáūtiḥ r̥gmíyaḥ

09.074.04a | ātmanvát nábhaḥ= duhyate?_} ghr̥tám páyaḥ
09.074.04b | r̥tásya nā́bhiḥ= amŕ̥tam} ví jāyate-_
09.074.04c | samīcīnā́ḥ= sudā́navaḥ} prīṇanti tám
09.074.04d | náraḥ hitám= áva mehanti péravaḥ

09.074.05a | árāvīt aṁśúḥ= sácamānaḥ ūrmíṇā
09.074.05b | devāvya\m= mánuṣe-_ pinvati tvácam
09.074.05c | dádhāti gárbham= áditeḥ} upásthe-_ ā́
09.074.05d | yéna tokám ca= tánayam} ca dhā́mahe?_

09.074.06a | sahásradhāre?_= áva tā́ḥ} asaścátaḥ
09.074.06b | tr̥tī́ye-_ santu= rájasi} prajā́vatīḥ
09.074.06c | cátasraḥ nā́bhaḥ= níhitāḥ} aváḥ diváḥ
09.074.06d | havíḥ bharanti= amŕ̥tam} ghr̥taścútaḥ

09.074.07a | śvetám rūpám= kr̥ṇute-_ yát} síṣāsati
09.074.07b | sómaḥ mīḍhvā́n= ásuraḥ veda bhū́manaḥ
09.074.07c | dhiyā́ śámī?_= sacate-_ sá īm} abhí pravát
09.074.07d | diváḥ kávandham= áva darṣat udríṇam

09.074.08a | ádha śvetám= kaláśam góbhiḥ aktám
09.074.08b | kā́rṣman ā́ vājī́?_= akramīt} sasavā́n
09.074.08c | ā́ hinvire-_= mánasā devayántaḥ
09.074.08d | kakṣī́vate?_= śatáhimāya gónām

09.074.09a | adbhíḥ soma= papr̥cānásya te-_ rásaḥ
09.074.09b | ávyaḥ vā́ram= ví pavamāna dhāvati
09.074.09c | sá mr̥jyámānaḥ= kavíbhiḥ} madintama
09.074.09d | svádasva índrāya= pavamāna pītáye-_

09.075.01a | abhí priyā́ṇi= pavate-_} cánohitaḥ
09.075.01b | nā́māni yahváḥ= ádhi yéṣu várdhate?_
09.075.01c | ā́ sū́ryasya= br̥hatáḥ} br̥hán ádhi
09.075.01d | rátham víṣvañcam= aruhat} vicakṣaṇáḥ

09.075.02a | r̥tásya jihvā́= pavate-_} mádhu priyám
09.075.02b | vaktā́ pátiḥ= dhiyáḥ asyā́ḥ} ádābhyaḥ
09.075.02c | dádhāti putráḥ= pitróḥ} apīcya\m
09.075.02d | nā́ma tr̥tī́yam= ádhi rocané-_ diváḥ

09.075.03a | áva dyutānáḥ= kaláśān} acikradat
09.075.03b | nŕ̥bhiḥ yemānáḥ= kóśe-_ ā́} hiraṇyáye?_
09.075.03c | abhí īm r̥tásya= dohánāḥ} anūṣata
09.075.03d | ádhi tripr̥ṣṭháḥ= uṣásaḥ} ví rājati

09.075.04a | ádribhiḥ sutáḥ= matíbhiḥ} cánohitaḥ
09.075.04b | prarocáyan= ródasī+_ mātárā śúciḥ
09.075.04c | rómāṇi ávyā= samáyā} ví dhāvati
09.075.04d | mádhoḥ dhā́rā= pínvamānā} divé-dive-_

09.075.05a | pári soma= prá dhanvā+} svastáye-_
09.075.05b | nŕ̥bhiḥ punānáḥ= abhí vāsaya āśíram
09.075.05c | yé?_ te-_ mádāḥ= āhanásaḥ} víhāyasaḥ
09.075.05d | tébhiḥ índram= codaya dā́tave-_ maghám

09.076.01a | dhartā́ diváḥ= pavate-_ kŕ̥tvyaḥ rásaḥ
09.076.01b | dákṣaḥ devā́nām= anumā́dyaḥ nŕ̥bhiḥ
09.076.01c | háriḥ sr̥jānáḥ= átyaḥ} ná+_ sátvabhiḥ
09.076.01d | vŕ̥thā pā́jāṁsi= kr̥ṇute-_} nadī́ṣu ā́

09.076.02a | śū́raḥ ná+_ dhatte-_= ā́yudhā} gábhastyoḥ
09.076.02b | sva\r síṣāsan= rathiráḥ} gáviṣṭiṣu
09.076.02c | índrasya śúṣmam= īráyan} apasyúbhiḥ
09.076.02d | índuḥ hinvānáḥ= ajyate-_} manīṣíbhiḥ

09.076.03a | índrasya soma= pávamānaḥ ūrmíṇā
09.076.03b | taviṣyámāṇaḥ= jaṭháreṣu ā́ viśa
09.076.03c | prá naḥ pinva= vidyút abhrā́ iva ródasī+_
09.076.03d | dhiyā́ ná+_ vā́jān= úpa māsi śáśvataḥ

09.076.04a | víśvasya rā́jā= pavate-_} svardŕ̥śaḥ
09.076.04b | r̥tásya dhītím= r̥ṣiṣā́ṭ} avīvaśat
09.076.04c | yáḥ sū́ryasya= ásireṇa mr̥jyáte?_
09.076.04d | pitā́ matīnā́m= ásamaṣṭakāvyaḥ

09.076.05a | vŕ̥ṣā iva yūthā́= pári kóśam arṣasi
09.076.05b | apā́m upásthe-_= vr̥ṣabháḥ} kánikradat
09.076.05c | sáḥ índrāya= pavase-_ matsaríntamaḥ
09.076.05d | yáthā jéṣāma= samithé-_} tvótayaḥ

09.077.01a | eṣá prá kóśe-_= mádhumān} acikradat
09.077.01b | índrasya vájraḥ= vápuṣaḥ} vápuṣṭaraḥ
09.077.01c | abhí īm r̥tásya= sudúghāḥ} ghr̥taścútaḥ
09.077.01d | vāśrā́ḥ arṣanti= páyasā iva dhenávaḥ

09.077.02a | sá pūrvyáḥ= pavate-_ yám} diváḥ pári
09.077.02b | śyenáḥ mathāyát= iṣitáḥ} tiráḥ rájaḥ
09.077.02c | sá mádhvaḥ ā́= yuvate?_ vévijānaḥ ít
09.077.02d | kr̥śā́noḥ ástuḥ= mánasā áha bibhyúṣā

09.077.03a | té?_ naḥ pū́rvāsaḥ= úparāsaḥ índavaḥ
09.077.03b | mahé-_ vā́jāya= dhanvantu gómate?_
09.077.03c | īkṣeṇyā\saḥ= ahya\ḥ} ná+_ cā́ravaḥ
09.077.03d | bráhma-brahma= yé?_ jujuṣúḥ} havír-haviḥ

09.077.04a | ayám naḥ vidvā́n= vanavat} vanuṣyatáḥ
09.077.04b | índuḥ satrā́cā= mánasā} puruṣṭutáḥ
09.077.04c | inásya yáḥ= sádane-_ gárbham ādadhé?_
09.077.04d | gávām urubjám= abhí árṣati vrajám

09.077.05a | cákriḥ diváḥ= pavate-_ kŕ̥tvyaḥ rásaḥ
09.077.05b | mahā́n ádabdhaḥ= váruṇaḥ} hurúk yaté-_
09.077.05c | ásāvi mitráḥ= vr̥jáneṣu yajñíyaḥ
09.077.05d | átyaḥ ná+_ yūthé-_= vr̥ṣayúḥ} kánikradat

09.078.01a | prá rā́jā vā́cam= janáyan} asiṣyadat
09.078.01b | apáḥ vásānaḥ= abhí gā́ḥ} iyakṣati
09.078.01c | gr̥bhṇā́ti riprám= áviḥ asya tā́nvā
09.078.01d | śuddháḥ devā́nām= úpa yāti niṣkr̥tám

09.078.02a | índrāya soma= pári sicyase?_ nŕ̥bhiḥ
09.078.02b | nr̥cákṣāḥ ūrmíḥ= kavíḥ ajyase?_ váne-_
09.078.02c | pūrvī́ḥ hí te-_= srutáyaḥ sánti yā́tave-_
09.078.02d | sahásram áśvāḥ= hárayaḥ} camūṣádaḥ

09.078.03a | samudríyāḥ= apsarásaḥ} manīṣíṇam
09.078.03b | ā́sīnāḥ antár= abhí sómam akṣaran
09.078.03c | tā́ḥ īm hinvanti= harmyásya sakṣáṇim
09.078.03d | yā́cante?_ sumnám= pávamānam ákṣitam

09.078.04a | gojít naḥ sómaḥ= rathajít} hiraṇyajít
09.078.04b | svarjít abjít= pavate-_} sahasrajít
09.078.04c | yám devā́saḥ= cakriré-_ pītáye-_ mádam
09.078.04d | svā́diṣṭham drapsám= aruṇám} mayobhúvam

09.078.05a | etā́ni soma= pávamānaḥ asmayúḥ
09.078.05b | satyā́ni kr̥ṇván= dráviṇāni arṣasi
09.078.05c | jahí śátrum= antiké?_ dūraké?_ ca yáḥ
09.078.05d | urvī́m gávyūtim= ábhayam} ca naḥ kr̥dhi

09.079.01a | acodásaḥ naḥ= dhanvantu índavaḥ
09.079.01b | prá suvānā́saḥ= br̥háddiveṣu hárayaḥ
09.079.01c | ví ca náśan naḥ= iṣáḥ árātayaḥ
09.079.01d | aryáḥ naśanta= sániṣanta naḥ dhíyaḥ

09.079.02a | prá naḥ dhanvantu= índavaḥ} madacyútaḥ
09.079.02b | dhánā vā yébhiḥ= árvataḥ} junīmási
09.079.02c | tiráḥ mártasya= kásya cit} párihvr̥tim
09.079.02d | vayám dhánāni= viśvádhā} bharemahi

09.079.03a | utá svásyāḥ= árātyāḥ} aríḥ hí sá
09.079.03b | utá anyásyāḥ= árātyāḥ} vŕ̥kaḥ hí sáḥ
09.079.03c | dhánvan ná+_ tŕ̥ṣṇā= sám arīta tā́n abhí
09.079.03d | sóma jahí= pavamāna} durādhya\ḥ

09.079.04a | diví te-_ nā́bhā= paramáḥ} yáḥ ādadé?_
09.079.04b | pr̥thivyā́ḥ te-_= ruruhuḥ sā́navi kṣípaḥ
09.079.04c | ádrayaḥ tvā= bapsati góḥ} ádhi tvací
09.079.04d | apsú tvā hástaiḥ= duduhuḥ} manīṣíṇaḥ

09.079.05a | evā́+ te-_ indo= subhva\m} supéśasam
09.079.05b | rásam tuñjanti= prathamā́ḥ} abhiśríyaḥ
09.079.05c | nídaṁ-nidam= pavamāna} ní tāriṣaḥ
09.079.05d | āvíḥ te-_ śúṣmaḥ= bhavatu} priyáḥ mádaḥ

09.080.01a | sómasya dhā́rā= pavate-_} nr̥cákṣasaḥ
09.080.01b | r̥téna devā́n= havate-_} diváḥ pári
09.080.01c | bŕ̥haspáte?_= raváthenā+} ví didyute?_
09.080.01d | samudrā́saḥ ná+_= sávanāni vivyacuḥ

09.080.02a | yám tvā vājin= aghnyā́ḥ abhí} ánūṣata
09.080.02b | áyohatam= yónim ā́ rohasi dyumā́n
09.080.02c | maghónām ā́yuḥ= pratirán} máhi śrávaḥ
09.080.02d | índrāya soma= pavase-_} vŕ̥ṣā mádaḥ

09.080.03a | ā́ índrasya kukṣā́= pavate-_} madíntamaḥ
09.080.03b | ū́rjam vásānaḥ= śrávase-_} sumaṅgálaḥ
09.080.03c | pratyáṅ sá víśvā= bhúvanā abhí paprathe-_
09.080.03d | krī́ḷan háriḥ= átyaḥ syandate?_ vŕ̥ṣā

09.080.04a | tám tvā devébhyaḥ= mádhumattamam náraḥ
09.080.04b | sahásradhāram= duhate?_} dáśa kṣípaḥ
09.080.04c | nŕ̥bhiḥ soma= prácyutaḥ grā́vabhiḥ sutáḥ
09.080.04d | víśvān devā́n= ā́ pavasvā+} sahasrajit

09.080.05a | tám tvā hastínaḥ= mádhumantam ádribhiḥ
09.080.05b | duhánti apsú= vr̥ṣabhám} dáśa kṣípaḥ
09.080.05c | índram soma= mādáyan daívyam jánam
09.080.05d | síndhoḥ iva ūrmíḥ= pávamānaḥ arṣasi

09.081.01a | prá sómasya= pávamānasya ūrmáyaḥ
09.081.01b | índrasya yanti= jaṭháram} supéśasaḥ
09.081.01c | dadhnā́ yát īm= únnītāḥ yaśásā gávām
09.081.01d | dānā́ya śū́ram= udámandiṣuḥ sutā́ḥ

09.081.02a | ácchā+ hí sómaḥ= kaláśān} ásiṣyadat
09.081.02b | átyaḥ ná+_ vóḷhā= raghúvartaniḥ vŕ̥ṣā
09.081.02c | áthā+ devā́nām= ubháyasya jánmanaḥ
09.081.02d | vidvā́n aśnoti= amútaḥ} itáḥ ca yát

09.081.03a | ā́ naḥ soma= pávamānaḥ} kirā+ vásu
09.081.03b | índo bháva= maghávā rā́dhasaḥ maháḥ
09.081.03c | śíkṣā+ vayodhaḥ= vásave?_} sú cetúnā
09.081.03d | mā́ naḥ gáyam= āré-_ asmát} párā sicaḥ

09.081.04a | ā́ naḥ pūṣā́= pávamānaḥ} surātáyaḥ
09.081.04b | mitráḥ gacchantu= váruṇaḥ} sajóṣasaḥ
09.081.04c | bŕ̥haspátiḥ= marútaḥ vāyúḥ aśvínā
09.081.04d | tváṣṭā savitā́= suyámā} sárasvatī-_

09.081.05a | ubhé+_ dyā́vā=pr̥thivī́+_ viśvaminvé?_
09.081.05b | aryamā́ deváḥ= áditiḥ} vidhātā́
09.081.05c | bhágaḥ nŕ̥śáṁsaḥ= urú antárikṣam
09.081.05d | víśve?_ devā́ḥ= pávamānam} juṣanta

09.082.01a | ásāvi sómaḥ= aruṣáḥ} vŕ̥ṣā hárī+_
09.082.01b | rā́jā iva dasmáḥ= abhí gā́ḥ} acikradat
09.082.01c | punānáḥ vā́ram= pári eti avyáyam
09.082.01d | śyenáḥ ná+_ yónim= ghr̥távantam āsádam

09.082.02a | kavíḥ vedhasyā́= pári eṣi mā́hinam
09.082.02b | átyaḥ ná+_ mr̥ṣṭáḥ= abhí vā́jam arṣasi
09.082.02c | apasédhan= duritā́ soma mr̥ḷaya
09.082.02d | ghr̥tám vásānaḥ= pári yāsi nirṇíjam

09.082.03a | parjányaḥ pitā́= mahiṣásya parṇínaḥ
09.082.03b | nā́bhā pr̥thivyā́ḥ= giríṣu} kṣáyam dadhe-_
09.082.03c | svásāraḥ ā́paḥ= abhí gā́ḥ} utá asaran
09.082.03d | sám grā́vabhiḥ= nasate?_ vīté?_ adhvaré-_

09.082.04a | jāyā́ iva pátyau= ádhi śéva maṁhase?_
09.082.04b | pájrāyāḥ garbha= śr̥ṇuhí} brávīmi te-_
09.082.04c | antár vā́ṇīṣu= prá carā+} sú jīváse-_
09.082.04d | anindyáḥ= vr̥jáne-_ soma jāgr̥hi

09.082.05a | yáthā pū́rvebhyaḥ= śatasā́ḥ} ámr̥dhraḥ
09.082.05b | sahasrasā́ḥ= paryáyāḥ vā́jam indo
09.082.05c | evā́+ pavasva= suvitā́ya návyase-_
09.082.05d | táva vratám= ánu ā́paḥ} sacante-_

09.083.01a | pavítram te-_= vítatam brahmaṇaḥ pate-_
09.083.01b | prabhúḥ gā́trāṇi= pári eṣi viśvátaḥ
09.083.01c | átaptatanūḥ= ná tát āmáḥ aśnute?_
09.083.01d | śr̥tā́saḥ ít= váhantaḥ tát} sám āśata

09.083.02a | tápoḥ pavítram= vítatam} diváḥ padé?_
09.083.02b | śócantaḥ asya= tántavaḥ} ví asthiran
09.083.02c | ávanti asya= pavītā́ram āśávaḥ
09.083.02d | diváḥ pr̥ṣṭhám= ádhi tiṣṭhanti cétasā

09.083.03a | árūrucat= uṣásaḥ pŕ̥śniḥ agriyáḥ
09.083.03b | ukṣā́ bibharti= bhúvanāni vājayúḥ
09.083.03c | māyāvínaḥ= mamire-_ asya māyáyā
09.083.03d | nr̥cákṣasaḥ= pitáraḥ gárbham ā́ dadhuḥ

09.083.04a | gandharváḥ itthā́= padám asya rakṣati
09.083.04b | pā́ti devā́nām= jánimāni ádbhutaḥ
09.083.04c | gr̥bhṇā́ti ripúm= nidháyā} nidhā́patiḥ
09.083.04d | sukŕ̥ttamāḥ= mádhunaḥ bhakṣám āśata

09.083.05a | havíḥ haviṣmaḥ= máhi sádma daívyam
09.083.05b | nábhaḥ vásānaḥ= pári yāsi adhvarám
09.083.05c | rā́jā pavítrarathaḥ vā́jam ā́ aruhaḥ
09.083.05d | sahásrabhr̥ṣṭiḥ= jayasi} śrávaḥ br̥hát

09.084.01a | pávasva devamā́danaḥ} vícarṣaṇiḥ
09.084.01b | apsā́ḥ índrāya= váruṇāya vāyáve-_
09.084.01c | kr̥dhī́-_+ naḥ adyá= várivaḥ} svastimát
09.084.01d | urukṣitaú= gr̥ṇīhi daívyam jánam

09.084.02a | ā́ yáḥ tasthaú= bhúvanāni} ámartyaḥ
09.084.02b | víśvāni sómaḥ= pári tā́ni arṣati
09.084.02c | kr̥ṇván saṁcŕ̥tam= vicŕ̥tam} abhíṣṭaye-_
09.084.02d | índuḥ siṣakti= uṣásam} ná+_ sū́ryaḥ

09.084.03a | ā́ yáḥ góbhiḥ= sr̥jyáte?_ óṣadhīṣu ā́
09.084.03b | devā́nām sumné-_= iṣáyan} úpāvasuḥ
09.084.03c | ā́ vidyútā= pavate-_ dhā́rayā sutáḥ
09.084.03d | índram sómaḥ= mādáyan daívyam jánam

09.084.04a | eṣá syá sómaḥ= pavate-_} sahasrajít
